,Drug_ID,Drug,Y
633,Drug 2645,COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.0
634,Drug 2652,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,0.0
635,Drug 2657,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,0.0
636,Drug 2660,CC(=O)c1ccc2c(c1)[C@H](NC(=O)c1ccc(F)cc1)[C@@H](O)C(C)(C)O2,0.0
637,Drug 2677,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.0
638,Drug 2678,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0
639,Drug 2679,O=C(N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1C[C@H](O)[C@H](O)C1)c1cc2cc(Cl)ccc2[nH]1,1.0
640,Drug 2691,C[SiH](O[Si](C)(C)C)O[Si](C)(C)C,0.0
641,Drug 2699,O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl,0.0
642,Drug 2700,CCOC(=O)COc1cc(-n2ncc(C(F)(F)F)c(C)c2=O)c(F)cc1Cl,0.0
643,Drug 2709,NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,0.0
644,Drug 2712,CCCCCCCCCCCCCCN(CCO)CCO,1.0
645,Drug 2715,N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.0
646,Drug 2717,CCCCCCOc1ccc(O)cc1,1.0
647,Drug 2718,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],1.0
648,Drug 2720,CCCCNS(=O)(=O)c1ccc(C)cc1,0.0
649,Drug 2724,CCNc1nc(Cl)nc(NC(C)C)n1,0.0
650,Drug 2728,COc1c(Cl)ccc(Cl)c1C(=O)O,0.0
651,Drug 2729,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,0.0
652,Drug 2732,CC(C)N(C(=O)CCl)c1ccccc1,1.0
653,Drug 2745,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,0.0
654,Drug 2746,CCCSC(=O)N(CCC)CCC,0.0
655,Drug 2747,Clc1cccc(C(Cl)(Cl)Cl)n1,0.0
656,Drug 2750,O=C([O-])c1[nH]n(-c2ccc(S(=O)(=O)[O-])cc2)c(=O)c1/N=N/c1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+].[Na+],0.0
657,Drug 2755,O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1.[Na+].[Na+],0.0
658,Drug 2764,CNCc1ccc(NC(=O)c2c[nH]c3c2C(=O)CCC3)cc1,0.0
659,Drug 2772,CC(C)(C)c1cc(O)ccc1O,1.0
660,Drug 2783,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.0
661,Drug 2784,Cc1oc(-c2ccccc2)nc1CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1,1.0
662,Drug 2785,COCc1nnc(-c2ccc[n+]([O-])c2)n1-c1c(Cl)c(Cl)cc2[nH]c(=O)c(=O)[nH]c12,0.0
663,Drug 2794,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,1.0
664,Drug 2795,CCCCCCCCCC=CCC1CC(=O)OC1=O,0.0
665,Drug 2806,CCCCCCCc1ccc(O)cc1,1.0
666,Drug 2809,COc1cc(OC)nc(NC(=O)[N-]S(=O)(=O)c2ncccc2OCC(F)(F)F)n1.[Na+],0.0
667,Drug 2810,CCc1nn(C2CCCCC2)c2cc([C@]3(C#N)CC[C@@H](C(=O)O)CC3)ccc12,0.0
668,Drug 2813,CCC(C)(C)C1CCC(OC)CC1,0.0
669,Drug 2821,CCSC(=O)N(CC(C)C)CC(C)C,0.0
670,Drug 2823,Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2.Cl,1.0
671,Drug 2830,CCCCCCCCCCN,1.0
672,Drug 2843,COc1ccc(N)cc1.Cl,1.0
673,Drug 2845,CCO[Si](C)(OCC)OCC,0.0
674,Drug 2846,COc1cc(-c2ccc(N)c(OC)c2)ccc1N.Cl.Cl,0.0
675,Drug 2855,CN(C[C@@H](CC[N+]12CCC(C3CCCCC3)(CC1)CC2)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1.CS(=O)(=O)[O-],1.0
676,Drug 2860,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI,0.0
677,Drug 2862,CC(=O)CC(=O)N(C)C,0.0
678,Drug 2881,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl,0.0
679,Drug 2883,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
680,Drug 2886,c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,0.0
681,Drug 2892,c1ccc2c(c1)-c1cccc3cccc-2c13,0.0
682,Drug 2905,Cc1cc(SC2=C(O)C[C@@](CCc3ccc(N)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO,0.0
683,Drug 2907,CCC(C)(CCCC(C)C)OC(C)=O,0.0
684,Drug 2909,CC(C)c1cccc(C(C)C)c1O,0.0
685,Drug 2913,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,1.0
686,Drug 2916,C1=Cc2cccc3cccc1c23,0.0
687,Drug 2925,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,0.0
688,Drug 2928,Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1,0.0
689,Drug 2931,CC(C)(O)c1coc(S(=O)(=O)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)c1,0.0
690,Drug 2932,CSc1nnc(C(C)(C)C)c(=O)n1N,0.0
691,Drug 2933,CN/C(=N\[N+](=O)[O-])NCc1cnc(Cl)s1,0.0
692,Drug 2934,c1ccc(CCCc2ccccn2)cc1,0.0
693,Drug 2938,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,1.0
694,Drug 2945,CCOC(=O)Cc1cccc2ccccc12,1.0
695,Drug 2949,CCCCC(CC)COC(=O)c1ccc(N(C)C)cc1,1.0
696,Drug 2965,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
697,Drug 2966,CC(C)(O)c1ccc(CNC(=O)c2cccnc2Oc2ccc(F)cc2)cc1,0.0
698,Drug 2970,CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,0.0
699,Drug 2972,C=C(C)C(=O)O[Sn](CCCC)(CCCC)CCCC,1.0
700,Drug 2974,N#CSCSc1nc2ccccc2s1,1.0
701,Drug 2986,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0.0
702,Drug 2988,CCCCC/C=C\CCC=O,0.0
703,Drug 2995,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,0.0
704,Drug 3003,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,1.0
705,Drug 3016,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,0.0
706,Drug 3017,OCC(CO)n1cnc(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1,0.0
707,Drug 3027,CCCCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,0.0
708,Drug 3032,CCOc1ccc2[nH]cc(C(=O)NCc3ccccc3)c(=O)c2n1,0.0
709,Drug 3041,CCc1cc(C2=C(C(=O)[O-])N(c3ccccc3C(F)(F)F)S(=O)(=O)c3ccccc32)cc2c1OCO2.[K+],1.0
710,Drug 3042,CCSC(=O)N1CCCCCC1,0.0
711,Drug 3046,COc1cc(-c2nc(NC(=O)c3cc4cc(C)cc(C)c4n3CC(=O)O)sc2CCC2CCCCC2)c(OC)cc1Cl.O=C(O)C(F)(F)F,1.0
712,Drug 3054,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0.0
713,Drug 3058,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,1.0
714,Drug 3060,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O,1.0
715,Drug 3064,NNC(=S)NN,0.0
716,Drug 3081,Nc1cccc2c(N)cccc12,0.0
717,Drug 3084,O=c1nc([O-])n(Cl)c(=O)n1Cl.[K+],0.0
718,Drug 3108,CNC(=O)Oc1cccc2c1OC(C)(C)O2,0.0
719,Drug 3109,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,0.0
720,Drug 3112,O=C(OCCCCCCOC(=O)c1ccccc1)c1ccccc1,0.0
721,Drug 3121,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,1.0
722,Drug 3123,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,1.0
723,Drug 3128,CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1,1.0
724,Drug 3129,O=C(NO)C1(NS(=O)(=O)c2ccc(Oc3ccc(F)cc3)cc2)CCOCC1,1.0
725,Drug 3130,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,0.0
726,Drug 3131,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,0.0
727,Drug 3133,C#CCOS(=O)OC1CCCCC1Oc1ccc(C(C)(C)C)cc1,1.0
728,Drug 3137,CNC(=O)ON=C(SC)C(=O)N(C)C,1.0
729,Drug 3142,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1.0
730,Drug 3144,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,0.0
731,Drug 3154,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1.[Na+],0.0
732,Drug 3156,CNC(=O)Oc1cccc(N=CN(C)C)c1.Cl,1.0
733,Drug 3164,CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc(C(=C2C=CC(=[N+](CC)Cc3cccc(S(=O)(=O)[O-])c3)C=C2)c2ccc(O)cc2S(=O)(=O)[O-])cc1.[Na+].[Na+],0.0
734,Drug 3166,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.0
735,Drug 3167,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,0.0
736,Drug 3169,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1.0
737,Drug 3187,CCO[Si](CCCNC(N)=O)(OCC)OCC,0.0
738,Drug 3194,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,0.0
739,Drug 3196,O=C(OCC1CCC2OC2C1)C1CCC2OC2C1,0.0
740,Drug 3198,CCNc1ccc(C(=C2C=CC(=[N+](CC)CC)C=C2)c2ccc(N(CC)CC)cc2)c2ccccc12.[Cl-],1.0
741,Drug 3203,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],0.0
742,Drug 3207,C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,0.0
743,Drug 3209,CC(C)(C)c1ccc(S)cc1,0.0
744,Drug 3221,Cc1ccc(O)c(C(C)(C)C)c1,1.0
745,Drug 3223,CC(C)c1ccc2cc(C(C)C)ccc2c1,0.0
746,Drug 3226,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1.O=[N+]([O-])O,1.0
747,Drug 3227,Cc1ccc(C)c(O)c1C,0.0
748,Drug 3235,O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,1.0
749,Drug 3237,CCCCCCCCC(CO)CCCCCC,1.0
750,Drug 3239,CCCCOCC1CO1,0.0
751,Drug 3247,C[N+]1(C)CCCCC1.[Cl-],0.0
752,Drug 3250,CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC,0.0
753,Drug 3251,OC1CCC(C2CCCCC2)CC1,1.0
754,Drug 3269,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,0.0
755,Drug 3280,CCC(C)COC(=O)CC(C)C,0.0
756,Drug 3287,O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,1.0
757,Drug 3290,CCc1cccc(C)c1N,0.0
758,Drug 3292,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Ba+2],0.0
759,Drug 3298,CCCCCCCCCCCCCN1CC(C)OC(C)C1,0.0
760,Drug 3306,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1.Cl,1.0
761,Drug 3308,Oc1ccccc1Cc1ccccc1O,0.0
762,Drug 3322,CCCCCC1C(=O)CCC1CC(=O)OC,0.0
763,Drug 3326,O=C(CBr)c1ccc(O)cc1,0.0
764,Drug 3328,[Na+].[S-]c1nc2ccccc2s1,1.0
765,Drug 3329,CS(=O)(=O)O.Cc1nccn1-c1ccc(Sc2cccc(C3(C(N)=O)CCOCC3)c2)cc1,0.0
766,Drug 3341,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,0.0
767,Drug 3363,O=C(O)c1ccccc1C(=O)OCc1ccccc1,0.0
768,Drug 3373,O=c1[nH]c2ccc(S(=O)CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,1.0
769,Drug 3385,C1CCC(SSC2CCCCC2)CC1,1.0
770,Drug 3388,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,1.0
771,Drug 3391,CCCOC(=O)NCCCN(C)C.Cl,0.0
772,Drug 3397,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0.0
773,Drug 3406,CCOc1nc(C(Cl)(Cl)Cl)ns1,0.0
774,Drug 3411,COc1cc(S(=O)(=O)[O-])c(C)cc1/N=N/c1c(O)ccc2cc(S(=O)(=O)[O-])ccc12.[Na+].[Na+],0.0
775,Drug 3415,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,1.0
776,Drug 3417,CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,0.0
777,Drug 3425,O=C(Nc1ccc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)cc3)c(S(=O)(=O)[O-])cc2c1)c1ccccc1.[Na+].[Na+],0.0
778,Drug 3436,Cn1sc(Cl)cc1=O,1.0
779,Drug 3437,CC[C@@H]1C[C@H](N(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(C)=O)c2cc(C(F)(F)F)ccc2N1C(=O)OC(C)C,1.0
780,Drug 3442,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,0.0
781,Drug 3445,OC12N=C(c3ccccc3)SC1Cc1cc(Cl)ccc12,0.0
782,Drug 3451,C=C[Si](C)(C)O[Si](C)(C)C=C,0.0
783,Drug 3458,O=c1[nH]sc2ccccc12,1.0
784,Drug 3459,CCN(C(=O)c1cc(C)cc(OC[C@H](C)Nc2ccncc2)c1)C(C)C.Cc1ccc(S(=O)(=O)O)cc1,0.0
785,Drug 3466,CN(C)C(=O)NC1(c2ccccc2)CCN(CCC[C@@]2(c3ccc(Cl)c(Cl)c3)CCCN(C(=O)c3ccccc3)C2)CC1,1.0
786,Drug 3468,CCCCCCCCn1sccc1=O,1.0
787,Drug 3476,[N-]=[N+]=[N-].[Na+],0.0
788,Drug 3479,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,0.0
789,Drug 3487,COc1cc(Cl)c(OC)cc1Cl,0.0
790,Drug 3498,Cc1cccc(N)c1N,1.0
791,Drug 3500,CCCCCCCCN1CCCC1=O,0.0
792,Drug 3501,CCCCCCCCCCCCN1CCCC1=O,1.0
793,Drug 3505,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,0.0
794,Drug 3507,CCCc1ccc(N)cc1,0.0
795,Drug 3510,O=C([O-])COc1ccc(Cl)cc1Cl.[Na+],0.0
796,Drug 3514,CCCCN(CCCC)CCCCCCN(CCCC)CCCC,0.0
797,Drug 3515,CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1,0.0
798,Drug 3516,c1ccc2occc2c1,0.0
799,Drug 3521,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,0.0
800,Drug 3522,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+],0.0
801,Drug 3535,CCC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C,0.0
802,Drug 3541,CCCCC[Si](OCC)(OCC)OCC,0.0
803,Drug 3548,CC(C)(c1ccccc1)c1ccc(O)c(C(C)(C)c2ccccc2)c1,1.0
804,Drug 3554,O=c1[nH]c(=O)n(Cl)c(=O)n1Cl,0.0
805,Drug 3556,O=S(=O)([O-])c1ccc(/N=N/c2c(O)ccc3cc(S(=O)(=O)[O-])ccc23)cc1.[Na+].[Na+],0.0
806,Drug 3564,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],0.0
807,Drug 3565,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(O)cc1,1.0
808,Drug 3572,CCCOCCO,0.0
809,Drug 3576,CSc1nc(NC2CC2)nc(NC(C)(C)C)n1,0.0
810,Drug 3578,CCN(CC)C(=O)SCc1ccc(Cl)cc1,1.0
811,Drug 3587,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,0.0
812,Drug 3588,Cc1ccc(N)cc1O,0.0
813,Drug 3593,C=CCC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,1.0
814,Drug 3608,CCOc1ccc(N=Nc2ccc(C=Cc3ccc(N=Nc4ccc(OCC)cc4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)cc1.[Na+].[Na+],0.0
815,Drug 3619,CCc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Br)cc1,1.0
816,Drug 3621,c1c[nH]cn1,0.0
817,Drug 3624,c1nc[nH]n1,0.0
818,Drug 3628,O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+],0.0
819,Drug 3631,CNCc1cc(F)ccc1Oc1ccc(Cl)c(Cl)c1,1.0
820,Drug 3638,Cc1cc(NC(=O)C(=O)O)cc(C)c1Oc1ccc(O)c2c1CCC2,0.0
821,Drug 3645,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],0.0
822,Drug 3647,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.0
823,Drug 3648,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,1.0
824,Drug 3649,CCCCOC(=O)CCCCCCCC(=O)OCCCC,0.0
825,Drug 3650,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,0.0
826,Drug 3654,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1.0
827,Drug 3656,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,1.0
828,Drug 3658,CC(C)c1ccc(O)c(C(C)C)c1,1.0
829,Drug 3660,CCCCOC(O)CC,0.0
830,Drug 3663,O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],0.0
831,Drug 3664,CCCCCCCC[Si](OCC)(OCC)OCC,0.0
832,Drug 3680,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,1.0
833,Drug 3686,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,0.0
834,Drug 3687,CCOP(=S)(OCC)SCSCC,0.0
835,Drug 3688,CCOP(=S)(OCC)SCCSCC,0.0
836,Drug 3690,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,1.0
837,Drug 3691,O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2,0.0
838,Drug 3692,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.0
839,Drug 3693,NC(=O)N1c2ccccc2C=Cc2ccccc21,0.0
840,Drug 3704,CO[Si](OC)(OC)c1ccccc1,0.0
841,Drug 3718,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,1.0
842,Drug 3737,CCCCC/C=C\C=C\C(=O)OCC,1.0
843,Drug 3738,CCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],1.0
844,Drug 3740,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,0.0
845,Drug 3751,C[N+](C)(C)CC1CO1.[Cl-],0.0
846,Drug 3769,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,0.0
847,Drug 3774,COP(=O)(NC(C)=O)SC,0.0
848,Drug 3775,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,0.0
849,Drug 3792,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
850,Drug 3801,ClC1=C(Cl)[C@]2(Cl)[C@H]3[C@H]([C@@H]4C=C[C@H]3C4)[C@@]1(Cl)C2(Cl)Cl,1.0
851,Drug 3814,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.0
852,Drug 3820,CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,0.0
853,Drug 3833,CCn1nc(Cc2ccccc2)cc1C1CCN(C[C@H]2C[C@H](N(C)[C@@H](C(=O)O)C(C)C)C[C@@H]2c2cccc(F)c2)CC1,1.0
854,Drug 3838,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,0.0
855,Drug 3839,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,1.0
856,Drug 3845,O=C(O)c1cc(O)c2ccccc2c1O,1.0
857,Drug 3853,CCCCC(CC)C(=O)[O-].[K+],0.0
858,Drug 3871,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,1.0
859,Drug 3876,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,0.0
860,Drug 3901,CC(=O)C1=C(C)[C@@H]2C[C@]3(C1)[C@@H](CC[C@H]3C)C2(C)C,1.0
861,Drug 3912,CSCCC=O,1.0
862,Drug 3923,CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,0.0
863,Drug 3928,CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C,1.0
864,Drug 3932,FC(F)(F)c1ccc(Cl)c(Cl)c1,0.0
865,Drug 3938,OCC(CO)(CBr)CBr,0.0
866,Drug 3946,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.0
867,Drug 3947,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.0
868,Drug 3950,Cc1ccc(/N=C/N(C)/C=N/c2ccc(C)cc2C)c(C)c1,1.0
869,Drug 3956,CCCCc1ccc2c(n1)[C@@H](c1ccc(OC)cc1C[C@H](C)C(=O)[O-])[C@H](C(=O)[O-])[C@H]2c1ccc2c(c1)OCO2.[Na+].[Na+],0.0
870,Drug 3961,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,0.0
871,Drug 3963,CCCCCc1ccc(N)cc1,1.0
872,Drug 3964,CCCCCCc1ccc(N)cc1,1.0
873,Drug 3975,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,1.0
874,Drug 3978,COC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0
875,Drug 3985,CCCCCCCCCC(=O)O,0.0
876,Drug 3994,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.0
877,Drug 3995,O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.0
878,Drug 3996,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-],1.0
879,Drug 4010,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,1.0
880,Drug 4013,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],1.0
881,Drug 4014,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,1.0
882,Drug 4021,C=CC(O)CCCCC,0.0
883,Drug 4024,C/C=C/C=C/CCCCCCCO,1.0
884,Drug 4029,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,0.0
885,Drug 4046,CCOCN(C(=O)CCl)c1c(C)cccc1CC,1.0
886,Drug 4059,CCCCOC(=O)[C@H](C)O,0.0
